Circuit,Area_um_2_,Total_Power_nW_,Delay_ps__Critical_Path
Gaussian_Config1_Approx_100_10_6bit_A_cir10,9.234,41.85,463
Gaussian_Config1_Approx_10_10_SL_6bit_B_cir17,9.234,44.374,463
Gaussian_Config1_Approx_100_10_6bit_B_cir17,9.234,44.381,463
Gaussian_Config1_Approx_100_10_6bit_A_cir3,9.234,51.67,463
Gaussian_Config1_Approx_100_10_6bit_A_cir0,9.234,63.628,463
Gaussian_Config1_Approx_100_10_6bit_C_cir0,9.576,54.621,486
Gaussian_Config1_Approx_100_10_6bit_C_cir10,9.576,58.076,431
Gaussian_Config1_Approx_100_6bit_B_cir0,9.576,58.858,486
Gaussian_Config1_Approx_100_6bit_B_cir11,9.576,58.859,486
Gaussian_Config1_Approx_100_10_6bit_B_cir2,9.576,58.86,486
Gaussian_Config1_Approx_100_10_6bit_B_cir14,9.576,58.861,486
Gaussian_Config1_Approx_100_10_6bit_B_cir15,9.576,63.096,486
Gaussian_Config1_Approx_100_6bit_A_cir8,9.576,63.097,486
Gaussian_Config1_Approx_100_10_6bit_A_cir9,9.576,63.098,486
Gaussian_Config1_Approx_100_6bit_C_cir16,9.576,66.175,431
Gaussian_Config1_Approx_100_6bit_C_cir12,10.944,84.36,449
Gaussian_Config1_Approx_100_10_6bit_A_cir18,10.944,96.204,413
Gaussian_Config1_Approx_10_10_SL_6bit_C_cir2,10.944,101.406,413
Gaussian_Config1_Approx_10_10_SL_6bit_A_cir16,10.944,102.596,422
Gaussian_Config1_Approx_10_10_SL_6bit_C_cir7,10.944,106.757,395
Gaussian_Config1_Approx_10_10_SL_6bit_B_cir5,10.944,109.957,395
Gaussian_Config1_Approx_10_10_SL_6bit_B_cir16,10.944,109.962,395
Gaussian_Config1_Approx_100_6bit_A_cir1,10.944,110.725,395
Gaussian_Config1_Approx_10_10_SL_6bit_B_cir12,10.944,111.204,395
Gaussian_Config1_Approx_10_10_SL_6bit_B_cir18,10.944,111.871,422
Gaussian_Config1_Approx_10_6bit_A_cir16,10.944,116.762,422
Gaussian_Config1_Approx_100_10_6bit_C_cir4,11.286,99.472,438
Gaussian_Config1_Approx_100_10_6bit_C_cir11,11.286,99.481,438
Gaussian_Config1_Approx_100_6bit_C_cir5,11.286,100.657,438
Gaussian_Config1_Approx_100_10_6bit_A_cir14,11.286,105.763,438
Gaussian_Config1_Approx_100_6bit_C_cir19,11.286,110.873,438
Gaussian_Config1_Approx_100_6bit_C_cir8,11.286,110.878,438
Gaussian_Config1_Approx_100_6bit_A_cir19,11.286,110.879,438
Gaussian_Config1_Approx_10_10_SL_6bit_C_cir15,11.286,112.052,438
Gaussian_Config1_Approx_100_10_6bit_C_cir13,11.286,117.165,438
Gaussian_Config1_Approx_10_6bit_B_cir7,11.286,122.28,438
Gaussian_Config1_Approx_10_10_SL_6bit_B_cir15,11.286,128.574,438
Gaussian_Config1_Approx_100_10_6bit_C_cir6,11.286,133.673,438
Gaussian_Config1_Approx_100_6bit_B_cir2,11.286,139.973,438
Gaussian_Config1_Approx_100_6bit_C_cir2,11.286,156.479,438
Gaussian_Config1_Approx_100_6bit_B_cir6,11.97,127.043,432
Gaussian_Config1_Approx_100_10_6bit_C_cir18,12.312,125.498,475
Gaussian_Config1_Approx_100_6bit_C_cir0,12.312,136.015,475
Gaussian_Config1_Approx_100_10_6bit_C_cir17,12.312,137.333,475
Gaussian_Config1_Approx_100_10_6bit_B_cir18,12.312,155.663,495
Gaussian_Config1_Approx_100_10_6bit_C_cir3,12.312,161.241,421
Gaussian_Config1_Approx_100_10_6bit_B_cir5,12.654,115.392,526
Gaussian_Config1_Approx_10_6bit_C_cir0,12.654,115.503,531
Gaussian_Config1_Approx_10_10_SL_6bit_B_cir0,12.654,125.031,526
Gaussian_Config1_Approx_10_10_SL_6bit_C_cir5,12.654,127.984,410
Gaussian_Config1_Approx_100_6bit_C_cir13,12.654,131.579,531
Gaussian_Config1_Approx_10_10_SL_6bit_C_cir10,12.654,132.935,531
Gaussian_Config1_Approx_100_10_6bit_B_cir12,12.654,134.211,410
Gaussian_Config1_Approx_100_6bit_B_cir12,12.654,148.77,463
Gaussian_Config1_Approx_100_10_6bit_A_cir8,12.654,153.819,463
Gaussian_Config1_Approx_10_6bit_A_cir2,12.654,173.091,463
Gaussian_Config1_Approx_100_6bit_B_cir13,12.654,173.247,463
Gaussian_Config1_Approx_100_6bit_A_cir5,12.654,178.857,463
Gaussian_Config1_Approx_10_10_SL_6bit_A_cir11,12.654,185.494,463
Gaussian_Config1_Approx_10_6bit_C_cir4,12.654,191.774,463
Gaussian_Config1_Approx_100_10_6bit_C_cir1,13.338,168.365,442
Gaussian_Config1_Approx_100_6bit_B_cir14,13.68,149.489,548
Gaussian_Config1_Approx_10_10_SL_6bit_C_cir13,13.68,153.951,544
Gaussian_Config1_Approx_10_10_SL_6bit_C_cir11,13.68,154.222,548
Gaussian_Config1_Approx_100_10_6bit_B_cir6,13.68,155.849,544
Gaussian_Config1_Approx_100_10_6bit_B_cir4,13.68,163.616,548
Gaussian_Config1_Approx_10_10_SL_6bit_A_cir7,13.68,187.961,417
Gaussian_Config1_Approx_10_6bit_A_cir12,13.68,200.352,417
Gaussian_Config1_Approx_10_10_SL_6bit_A_cir12,14.706,167.917,479
Gaussian_Config4_Approx_100_10_6bit_C_cir4,21.546,172.411,695
Gaussian_Config4_Approx_100_10_6bit_B_cir11,23.256,192.339,768
Gaussian_Config4_Approx_100_10_6bit_C_cir2,23.94,265.164,788
Gaussian_Config4_Approx_10_6bit_C_cir8,23.94,272.302,651
Gaussian_Config4_Approx_100_10_6bit_C_cir12,24.282,186.392,781
Gaussian_Config4_Approx_10_6bit_B_cir11,24.282,283.156,724
Gaussian_Config4_Approx_10_6bit_B_cir14,24.624,247.009,622
Gaussian_Config4_Approx_100_6bit_B_cir19,24.624,250.444,807
Gaussian_Config4_Approx_10_6bit_C_cir7,24.624,264.996,714
Gaussian_Config4_Approx_100_10_6bit_B_cir3,24.624,279.466,616
Gaussian_Config4_Approx_10_6bit_C_cir3,24.966,252.471,875
Gaussian_Config4_Approx_10_6bit_C_cir4,24.966,256.156,847
Gaussian_Config4_Approx_10_6bit_C_cir18,24.966,258.162,828
Gaussian_Config4_Approx_10_10_SL_6bit_C_cir7,24.966,267.835,738
Gaussian_Config4_Approx_100_10_6bit_C_cir8,24.966,284.597,651
Gaussian_Config4_Approx_100_10_6bit_C_cir5,24.966,354.323,530
Gaussian_Config4_Approx_10_6bit_B_cir0,25.308,209.357,821
Gaussian_Config4_Approx_100_10_6bit_C_cir19,25.308,250.098,853
Gaussian_Config4_Approx_10_6bit_C_cir0,25.308,264.805,1020
Gaussian_Config4_Approx_100_6bit_B_cir8,25.308,300.282,724
Gaussian_Config4_Approx_100_10_6bit_C_cir18,25.65,264.674,741
Gaussian_Config4_Approx_100_10_6bit_B_cir10,25.65,335.01,605
Gaussian_Config4_Approx_10_6bit_B_cir4,25.992,197.308,776
Gaussian_Config4_Approx_100_10_6bit_B_cir15,25.992,284.231,716
Gaussian_Config4_Approx_100_10_6bit_B_cir16,25.992,297.102,834
Gaussian_Config4_Approx_100_10_6bit_B_cir1,25.992,298.167,814
Gaussian_Config4_Approx_10_6bit_B_cir19,25.992,341.98,596
Gaussian_Config4_Approx_10_6bit_B_cir17,26.334,241.469,1111
Gaussian_Config4_Approx_10_10_SL_6bit_C_cir9,26.334,251.56,929
Gaussian_Config4_Approx_10_6bit_C_cir1,26.334,281.07,918
Gaussian_Config4_Approx_100_10_6bit_B_cir5,26.334,295.953,783
Gaussian_Config4_Approx_10_6bit_B_cir10,26.334,306.396,785
Gaussian_Config4_Approx_100_6bit_B_cir2,26.334,319.202,748
Gaussian_Config4_Approx_100_10_6bit_B_cir6,26.334,343.949,616
Gaussian_Config4_Approx_100_6bit_B_cir4,26.334,349.018,724
Gaussian_Config4_Approx_10_6bit_C_cir19,26.676,199.515,890
Gaussian_Config4_Approx_100_6bit_B_cir15,26.676,254.163,802
Gaussian_Config4_Approx_10_6bit_C_cir5,26.676,254.54,722
Gaussian_Config4_Approx_100_6bit_C_cir8,26.676,345.726,713
Gaussian_Config4_Approx_100_6bit_B_cir18,26.676,347.345,667
Gaussian_Config4_Approx_100_6bit_B_cir7,27.018,285.214,898
Gaussian_Config4_Approx_10_6bit_B_cir16,27.018,288.588,796
Gaussian_Config4_Approx_100_10_6bit_B_cir0,27.018,311.696,932
Gaussian_Config4_Approx_100_6bit_C_cir12,27.018,350.861,684
Gaussian_Config4_Approx_10_6bit_B_cir7,27.018,353.5,717
Gaussian_Config4_Approx_10_6bit_B_cir2,27.36,233.485,769
