Circuit,Area_um_2_,Total_Power_nW_,Delay_ps__Critical_Path
Gaussian_Config1_Approx_100_10_4bit_C_cir3,6.498,83.6,278
Gaussian_Config1_Approx_100_10_4bit_C_cir16,7.866,82.575,417
Gaussian_Config1_Approx_100_10_4bit_C_cir1,7.866,82.584,417
Gaussian_Config1_Approx_100_10_4bit_C_cir17,7.866,82.593,417
Gaussian_Config1_Approx_10_10_SL_4bit_C_cir5,8.892,126.251,338
Gaussian_Config1_Approx_100_10_4bit_C_cir2,8.892,126.608,338
Gaussian_Config1_Approx_100_10_4bit_C_cir13,8.892,126.609,338
Gaussian_Config1_Approx_100_10_4bit_C_cir0,8.892,126.871,338
Gaussian_Config1_Approx_100_10_4bit_C_cir7,8.892,127.23,338
Gaussian_Config1_Approx_100_10_4bit_C_cir11,8.892,131.448,338
Gaussian_Config1_Approx_100_10_4bit_C_cir12,8.892,132.204,338
Gaussian_Config1_Approx_100_10_4bit_C_cir10,9.234,128.028,268
Gaussian_Config1_Approx_100_10_4bit_C_cir5,9.234,128.148,268
Gaussian_Config1_Approx_100_10_4bit_C_cir4,9.234,128.857,268
Gaussian_Config1_Approx_10_4bit_C_cir11,9.234,128.955,268
Gaussian_Config1_Approx_10_10_SL_4bit_C_cir12,9.234,129.778,345
Gaussian_Config1_Approx_100_4bit_C_cir11,9.234,129.905,345
Gaussian_Config1_Approx_100_4bit_C_cir1,9.234,130.101,342
Gaussian_Config1_Approx_100_4bit_C_cir13,9.234,135.192,268
Gaussian_Config1_Approx_10_10_SL_4bit_C_cir8,9.234,135.416,268
Gaussian_Config1_Approx_10_4bit_C_cir13,9.234,136.426,345
Gaussian_Config1_Approx_100_4bit_C_cir14,9.234,136.65,342
Gaussian_Config1_Approx_10_10_SL_4bit_C_cir11,9.234,137.432,345
Gaussian_Config4_Approx_10_10_SL_4bit_A_cir18,9.918,122.291,441
Gaussian_Config4_Approx_100_4bit_A_cir0,9.918,126.476,448
Gaussian_Config4_Approx_100_10_4bit_C_cir16,10.26,110.164,500
Gaussian_Config4_Approx_100_4bit_C_cir7,10.26,111.151,393
