Circuit,Area_um_2_,Total_Power_nW_,Delay_ps__Critical_Path
tanh_Config1_Approx_10_8bit_C_cir2,20.52,244.776,838
tanh_Config1_Approx_100_8bit_C_cir7,21.546,255.098,892
tanh_Config1_Approx_10_8bit_C_cir16,22.23,233.671,604
tanh_Config4_Approx_10_8bit_C_cir12,81.738,816.752,805
tanh_Config4_Approx_100_8bit_C_cir0,83.448,815.02,844
tanh_Config4_Approx_100_8bit_C_cir5,84.816,764.692,855
tanh_Config4_Approx_100_8bit_C_cir18,84.816,807.434,864
tanh_Config4_Approx_100_8bit_C_cir15,84.816,870.706,752
tanh_Config4_Approx_100_8bit_C_cir19,85.158,810.272,841
tanh_Config4_Approx_100_8bit_C_cir2,85.842,781.417,863
tanh_Config4_Approx_100_8bit_C_cir12,86.184,841.611,770
tanh_Config4_Approx_100_8bit_C_cir4,86.526,843.068,746
tanh_Config4_Approx_100_8bit_C_cir10,86.868,873.129,848
tanh_Config4_Approx_100_8bit_C_cir13,87.552,1033.921,1431
tanh_Config4_Approx_100_8bit_C_cir17,90.972,813.053,1661
tanh_Config4_Approx_100_8bit_C_cir16,91.656,999.297,1626
tanh_Config4_Approx_100_8bit_C_cir8,92.682,1412.151,1430
tanh_Config4_Approx_100_8bit_C_cir14,97.47,951.03,1584
tanh_Config3_Approx_100_8bit_C_cir7,120.384,1830.958,2022
tanh_Config4_Approx_100_8bit_C_cir7,82.764,741.714,818
tanh_Config4_Approx_10_8bit_C_cir10,98.838,1152.569,1430
tanh_Config4_Approx_10_8bit_C_cir2,78.66,777.411,758
tanh_Config4_Approx_100_8bit_B_cir3,83.448,650.495,1728
tanh_Config4_Approx_10_8bit_C_cir4,84.474,1244.514,1658
tanh_Config4_Approx_100_8bit_C_cir6,92.682,1032.157,1916
tanh_Config4_Approx_10_8bit_C_cir1,95.76,982.271,1441
tanh_Config2_Approx_100_8bit_C_cir7,175.788,2952.066,2339
tanh_Config4_Approx_10_8bit_C_cir16,97.47,996.49,1851
tanh_Config3_Approx_100_8bit_C_cir8,125.856,1909.457,1738
tanh_Config4_Approx_100_8bit_C_cir11,85.842,846.278,716
tanh_Config4_Approx_10_8bit_C_cir9,98.496,1046.089,1604
tanh_Config4_Approx_100_8bit_C_cir1,105.336,1197.815,1788
tanh_Config3_Approx_100_8bit_C_cir11,135.774,1255.142,942
tanh_Config3_Approx_100_8bit_C_cir4,166.896,1869.795,2002
tanh_Config1_Approx_100_8bit_A_cir16,11.97,99.958,554
tanh_Config1_Approx_100_10_8bit_A_cir19,11.97,101.307,553
tanh_Config1_Approx_100_10_8bit_A_cir11,12.312,91.251,526
tanh_Config1_Approx_10_10_SL_8bit_C_cir10,12.312,97.215,512
tanh_Config1_Approx_100_10_8bit_C_cir7,12.312,97.486,499
tanh_Config1_Approx_100_10_8bit_B_cir5,12.312,98.912,487
tanh_Config1_Approx_100_10_8bit_A_cir0,12.312,101.679,601
tanh_Config1_Approx_10_10_SL_8bit_B_cir14,12.654,96.783,624
tanh_Config1_Approx_10_10_SL_8bit_B_cir5,12.654,103.441,489
tanh_Config1_Approx_100_8bit_C_cir9,12.654,128.97,710
tanh_Config1_Approx_100_8bit_A_cir13,12.996,103.06,487
tanh_Config1_Approx_10_8bit_B_cir11,12.996,114.304,507
tanh_Config1_Approx_100_8bit_B_cir5,12.996,125.022,762
tanh_Config1_Approx_100_8bit_C_cir0,12.996,127.437,652
tanh_Config1_Approx_100_10_8bit_C_cir2,12.996,143.593,696
tanh_Config1_Approx_10_8bit_B_cir10,13.338,99.575,538
tanh_Config1_Approx_100_10_8bit_B_cir16,13.338,124.194,772
tanh_Config1_Approx_100_8bit_A_cir7,13.338,139.659,745
tanh_Config1_Approx_10_8bit_C_cir17,13.68,84.853,642
tanh_Config1_Approx_100_8bit_C_cir17,13.68,84.946,532
tanh_Config1_Approx_100_10_8bit_A_cir15,13.68,92.518,556
tanh_Config1_Approx_100_10_8bit_B_cir11,13.68,101.954,492
tanh_Config1_Approx_100_10_8bit_A_cir1,13.68,113.524,587
tanh_Config1_Approx_100_10_8bit_C_cir8,13.68,114.636,545
tanh_Config1_Approx_100_10_8bit_C_cir14,13.68,132.629,436
tanh_Config1_Approx_10_8bit_C_cir11,13.68,133.643,482
tanh_Config1_Approx_100_8bit_B_cir11,13.68,134.686,652
tanh_Config1_Approx_10_10_SL_8bit_A_cir18,13.68,138.83,758
tanh_Config1_Approx_10_8bit_C_cir14,13.68,146.94,467
tanh_Config1_Approx_100_10_8bit_A_cir8,14.022,96.313,625
tanh_Config1_Approx_10_10_SL_8bit_A_cir5,14.022,125.268,715
tanh_Config1_Approx_10_8bit_A_cir0,14.022,129.238,481
tanh_Config1_Approx_10_8bit_B_cir0,14.022,136.308,580
tanh_Config1_Approx_100_8bit_C_cir2,14.364,75.434,649
tanh_Config1_Approx_100_10_8bit_A_cir2,14.364,120.27,424
tanh_Config1_Approx_10_10_SL_8bit_B_cir3,14.364,134.749,496
tanh_Config1_Approx_100_8bit_B_cir19,14.364,143.317,567
tanh_Config1_Approx_10_8bit_C_cir5,14.706,85.091,633
tanh_Config1_Approx_100_8bit_B_cir0,14.706,120.934,561
tanh_Config1_Approx_100_10_8bit_C_cir0,14.706,193.747,772
tanh_Config1_Approx_10_8bit_A_cir1,15.048,67.984,600
tanh_Config1_Approx_100_10_8bit_C_cir15,15.048,107.439,950
tanh_Config1_Approx_100_10_8bit_C_cir19,15.048,170.426,449
tanh_Config1_Approx_10_8bit_A_cir15,15.39,76.043,798
tanh_Config1_Approx_10_10_SL_8bit_C_cir16,15.39,104.751,673
tanh_Config1_Approx_10_8bit_C_cir4,15.39,105.815,604
tanh_Config1_Approx_10_8bit_B_cir5,15.39,149.801,598
tanh_Config1_Approx_10_10_SL_8bit_B_cir2,15.732,78.919,666
tanh_Config1_Approx_100_8bit_B_cir18,15.732,163.429,508
tanh_Config1_Approx_10_8bit_A_cir10,16.074,202.299,620
tanh_Config1_Approx_10_8bit_C_cir3,16.416,80.852,535
tanh_Config1_Approx_100_10_8bit_B_cir6,16.416,132.497,687
tanh_Config1_Approx_100_8bit_A_cir2,17.784,91.276,678
