Circuit,Error_Count,Error_Probability,max_Absolute_error,min_Absolute_error,Standard_deviation,Hamming_distance,Mean_Absolute_error,Mean_Square_error,Mean_Relative_error,Median_Absolute_error,Mode_Absolute_error
Softplus_Config1_Approx_100_10_4bit_cir0,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config4_Approx_100_10_4bit_cir0,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_10_4bit_cir4,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_10_10_SL_4bit_cir11,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_10_4bit_cir5,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_10_4bit_cir16,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_10_4bit_cir6,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_10_10_SL_4bit_cir5,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_10_4bit_cir12,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_4bit_cir8,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_10_4bit_cir16,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_4bit_cir17,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_10_4bit_cir18,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_4bit_cir12,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_10_4bit_cir0,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_10_4bit_cir17,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_10_4bit_cir14,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_10_10_SL_4bit_cir8,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_10_4bit_cir10,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_4bit_cir0,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_10_4bit_cir3,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_10_4bit_cir3,0,0,0,0,0,0,0,0,0,0,0
