Circuit,Area_um_2_,Total_Power_nW_,Delay_ps__Critical_Path
Softplus_Config1_Approx_100_10_7bit_cir0,8.208,123.887,68
Softplus_Config4_Approx_10_7bit_cir19,28.386,218.62,896
Softplus_Config4_Approx_100_7bit_cir13,28.386,239.354,785
Softplus_Config4_Approx_10_7bit_cir6,29.07,256.13,816
Softplus_Config4_Approx_100_7bit_cir14,29.754,277.734,865
Softplus_Config4_Approx_100_7bit_cir16,30.438,263.363,934
Softplus_Config4_Approx_100_7bit_cir0,31.122,251.786,1236
Softplus_Config4_Approx_10_7bit_cir7,31.464,255.554,1207
Softplus_Config4_Approx_100_7bit_cir18,31.464,369.757,773
Softplus_Config4_Approx_100_7bit_cir17,32.148,279.459,1108
Softplus_Config4_Approx_100_7bit_cir7,32.49,347.749,661
Softplus_Config4_Approx_10_7bit_cir14,33.516,314.229,1182
Softplus_Config3_Approx_100_7bit_cir2,61.56,657.558,1732
Softplus_Config2_Approx_10_7bit_cir9,62.586,806.341,1297
Softplus_Config2_Approx_100_7bit_cir19,63.954,801.559,1546
Softplus_Config3_Approx_100_7bit_cir19,49.248,695.41,1354
Softplus_Config3_Approx_100_7bit_cir18,49.932,731.295,1236
Softplus_Config2_Approx_10_7bit_cir11,52.326,674.415,1268
Softplus_Config3_Approx_100_7bit_cir17,52.326,716.72,1396
Softplus_Config3_Approx_100_7bit_cir14,52.668,654.886,1587
Softplus_Config2_Approx_10_7bit_cir15,54.72,709.596,1488
Softplus_Config2_Approx_100_7bit_cir8,54.72,736.291,1472
Softplus_Config3_Approx_100_7bit_cir5,55.062,626.25,1304
Softplus_Config3_Approx_100_7bit_cir3,55.062,676.679,1327
Softplus_Config2_Approx_100_7bit_cir0,55.404,617.949,1574
Softplus_Config2_Approx_100_7bit_cir15,55.404,791.134,1379
Softplus_Config2_Approx_100_7bit_cir12,55.404,860.523,1386
Softplus_Config3_Approx_100_7bit_cir12,55.746,868.336,1172
Softplus_Config2_Approx_100_7bit_cir17,56.088,616.266,1100
Softplus_Config2_Approx_100_7bit_cir9,56.43,660.303,1444
Softplus_Config2_Approx_100_7bit_cir10,57.456,693.847,2085
Softplus_Config2_Approx_10_7bit_cir12,57.456,746.539,1172
Softplus_Config2_Approx_10_7bit_cir4,57.456,814.76,1948
Softplus_Config2_Approx_100_7bit_cir2,57.798,851.995,1203
Softplus_Config2_Approx_10_7bit_cir8,58.14,991.228,1640
Softplus_Config3_Approx_100_7bit_cir15,58.824,692.102,1668
Softplus_Config3_Approx_10_7bit_cir3,58.824,742.99,1480
Softplus_Config2_Approx_100_7bit_cir5,59.166,760.704,1406
Softplus_Config3_Approx_100_7bit_cir11,59.166,809.664,1244
Softplus_Config2_Approx_100_7bit_cir18,59.166,827.228,1531
Softplus_Config2_Approx_100_7bit_cir7,59.85,988.469,1431
Softplus_Config2_Approx_100_7bit_cir1,60.192,658.083,1069
Softplus_Config3_Approx_100_7bit_cir7,60.534,789.136,1556
Softplus_Config2_Approx_10_7bit_cir14,61.218,887.621,1592
Softplus_Config2_Approx_100_7bit_cir4,61.56,795.892,2066
Softplus_Config2_Approx_10_7bit_cir5,61.56,859.526,1784
Softplus_Config2_Approx_100_7bit_cir11,63.612,889.722,1682
Softplus_Config2_Approx_100_7bit_cir16,63.954,653.753,1771
Softplus_Config2_Approx_100_7bit_cir6,63.954,780.994,1141
Softplus_Config2_Approx_100_7bit_cir13,62.928,886.155,1531
Softplus_Config3_Approx_100_7bit_cir4,54.036,689.406,1402
Softplus_Config3_Approx_10_7bit_cir9,62.244,708.561,1618
Softplus_Config4_Approx_10_7bit_cir18,28.728,290.293,836
Softplus_Config4_Approx_100_7bit_cir6,29.07,215.72,634
Softplus_Config3_Approx_10_7bit_cir2,61.56,1062.655,1501
Softplus_Config2_Approx_100_7bit_cir3,55.404,674.37,1272
Softplus_Config3_Approx_100_7bit_cir13,55.746,791.702,1099
Softplus_Config3_Approx_10_7bit_cir6,56.088,721.381,1781
Softplus_Config3_Approx_10_7bit_cir8,58.482,863.212,1036
Softplus_Config3_Approx_10_7bit_cir0,59.166,758.106,1348
Softplus_Config3_Approx_10_7bit_cir16,59.508,719.838,1163
Softplus_Config3_Approx_10_7bit_cir14,60.876,974.513,1664
Softplus_Config3_Approx_100_7bit_cir10,66.69,1114.232,1613
Softplus_Config2_Approx_10_7bit_cir6,67.032,880.644,1410
Softplus_Config2_Approx_10_7bit_cir7,69.084,840.243,1276
Softplus_Config2_Approx_10_7bit_cir18,63.612,869.983,1135
Softplus_Config3_Approx_10_7bit_cir17,57.114,600.657,1671
Softplus_Config3_Approx_100_7bit_cir6,55.746,848.615,2068
Softplus_Config3_Approx_100_7bit_cir1,61.218,755.587,1260
Softplus_Config2_Approx_10_7bit_cir1,66.006,1047.461,1473
Softplus_Config4_Approx_10_7bit_cir13,24.624,243.035,758
Softplus_Config3_Approx_100_7bit_cir8,59.166,787.775,1596
Softplus_Config3_Approx_10_7bit_cir13,54.72,705.972,1152
Softplus_Config3_Approx_10_7bit_cir10,58.482,828.871,1081
Softplus_Config2_Approx_10_7bit_cir13,58.824,715.507,1855
Softplus_Config2_Approx_10_7bit_cir16,59.166,891.858,1316
Softplus_Config2_Approx_10_7bit_cir19,61.218,1042.76,1636
Softplus_Config3_Approx_100_7bit_cir0,63.954,769.823,1276
Softplus_Config3_Approx_100_7bit_cir9,62.586,775.789,1611
Softplus_Config3_Approx_10_7bit_cir5,58.824,756.786,1218
Softplus_Config2_Approx_10_7bit_cir0,66.69,846.636,1281
Softplus_Config2_Approx_10_7bit_cir3,54.378,789.367,800
Softplus_Config2_Approx_10_7bit_cir2,59.508,607.198,1254
Softplus_Config3_Approx_10_7bit_cir18,58.824,774.79,1412
Softplus_Config3_Approx_10_7bit_cir15,54.378,590.627,1387
Softplus_Config3_Approx_10_7bit_cir11,55.746,703.711,1331
Softplus_Config2_Approx_10_7bit_cir10,54.72,771.182,979
Softplus_Config3_Approx_100_7bit_cir16,60.192,690.42,1204
Softplus_Config3_Approx_10_7bit_cir19,58.824,834.782,1611
Softplus_Config3_Approx_10_7bit_cir1,62.586,785.364,1308
Softplus_Config3_Approx_10_7bit_cir12,60.192,893.837,1348
Softplus_Config3_Approx_10_7bit_cir7,61.902,809.804,1250
Softplus_Config2_Approx_100_7bit_cir14,61.218,646.708,660
Softplus_Config4_Approx_100_10_7bit_cir10,20.178,137.602,650
Softplus_Config4_Approx_100_10_7bit_cir12,20.178,202.163,590
Softplus_Config4_Approx_100_10_7bit_cir2,20.178,202.165,590
Softplus_Config4_Approx_10_10_SL_7bit_cir18,20.52,226.699,748
Softplus_Config4_Approx_10_7bit_cir15,20.862,194.979,657
Softplus_Config4_Approx_10_7bit_cir2,20.862,206.733,590
Softplus_Config4_Approx_10_7bit_cir3,20.862,210.881,598
Softplus_Config4_Approx_100_10_7bit_cir16,20.862,210.882,598
Softplus_Config4_Approx_100_10_7bit_cir13,21.204,151.561,573
Softplus_Config4_Approx_100_7bit_cir8,21.204,153.932,573
Softplus_Config4_Approx_100_10_7bit_cir14,21.204,153.933,573
Softplus_Config4_Approx_10_7bit_cir0,21.204,158.137,679
Softplus_Config4_Approx_10_7bit_cir4,21.204,173.317,775
Softplus_Config4_Approx_100_7bit_cir19,21.204,193.268,621
Softplus_Config4_Approx_100_10_7bit_cir6,21.204,218.781,590
Softplus_Config4_Approx_100_10_7bit_cir11,21.204,222.737,590
Softplus_Config4_Approx_100_10_7bit_cir5,21.204,228.157,590
Softplus_Config4_Approx_100_7bit_cir5,21.546,151.505,577
Softplus_Config4_Approx_100_7bit_cir10,21.546,157.201,577
Softplus_Config4_Approx_10_7bit_cir5,21.546,158.6,611
Softplus_Config4_Approx_100_10_7bit_cir17,21.546,158.601,611
Softplus_Config4_Approx_100_10_7bit_cir0,21.546,179.73,704
Softplus_Config4_Approx_100_7bit_cir9,21.546,205.546,661
Softplus_Config4_Approx_100_7bit_cir11,21.546,224.364,590
Softplus_Config4_Approx_100_10_7bit_cir3,21.546,226.821,642
Softplus_Config4_Approx_100_10_7bit_cir15,21.888,172.998,560
Softplus_Config4_Approx_100_7bit_cir15,21.888,179.067,615
Softplus_Config4_Approx_100_10_7bit_cir1,21.888,179.7,560
Softplus_Config4_Approx_100_10_7bit_cir8,22.23,133.906,870
Softplus_Config4_Approx_10_7bit_cir12,22.23,185.675,589
Softplus_Config4_Approx_100_7bit_cir4,22.23,231.311,652
Softplus_Config4_Approx_10_7bit_cir11,22.572,184.223,588
Softplus_Config4_Approx_10_7bit_cir8,22.572,184.611,634
Softplus_Config4_Approx_100_10_7bit_cir7,22.572,195.558,664
Softplus_Config4_Approx_10_7bit_cir9,22.572,202.147,819
Softplus_Config4_Approx_100_10_7bit_cir19,22.914,208.748,576
Softplus_Config4_Approx_10_7bit_cir17,23.598,260.336,695
Softplus_Config4_Approx_100_10_7bit_cir4,23.94,243.512,738
Softplus_Config4_Approx_10_7bit_cir16,23.94,254.491,729
Softplus_Config4_Approx_10_7bit_cir1,26.334,246.722,886
Softplus_Config4_Approx_100_10_7bit_cir9,26.334,276.055,763
Softplus_Config4_Approx_10_10_SL_7bit_cir0,23.94,250.331,742
Softplus_Config4_Approx_10_10_SL_7bit_cir3,18.468,148.262,520
Softplus_Config4_Approx_10_10_SL_7bit_cir16,18.468,232.719,434
Softplus_Config2_Approx_10_7bit_cir17,59.508,733.041,1232
Softplus_Config4_Approx_10_10_SL_7bit_cir13,20.862,242.823,564
Softplus_Config4_Approx_10_10_SL_7bit_cir12,21.204,271.229,841
Softplus_Config4_Approx_10_10_SL_7bit_cir19,23.256,236.927,549
Softplus_Config4_Approx_10_10_SL_7bit_cir1,18.81,210.262,730
Softplus_Config4_Approx_10_10_SL_7bit_cir10,18.126,129.649,539
Softplus_Config4_Approx_10_10_SL_7bit_cir14,19.494,188.632,589
Softplus_Config4_Approx_10_10_SL_7bit_cir8,15.732,175.804,544
Softplus_Config4_Approx_10_10_SL_7bit_cir9,15.732,189.237,574
Softplus_Config4_Approx_10_10_SL_7bit_cir6,15.732,189.238,574
Softplus_Config4_Approx_10_10_SL_7bit_cir4,18.468,209.633,516
Softplus_Config4_Approx_10_10_SL_7bit_cir15,19.836,234.889,524
Softplus_Config4_Approx_10_10_SL_7bit_cir11,18.468,175.965,690
Softplus_Config4_Approx_10_10_SL_7bit_cir5,14.364,223.311,475
