Circuit,Error_Count,Error_Probability,max_Absolute_error,min_Absolute_error,Standard_deviation,Hamming_distance,Mean_Absolute_error,Mean_Square_error,Mean_Relative_error,Median_Absolute_error,Mode_Absolute_error
Softplus_Config1_Approx_100_10_6bit_cir0,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config2_Approx_10_6bit_cir14,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config2_Approx_100_6bit_cir19,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config2_Approx_10_6bit_cir13,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config2_Approx_100_6bit_cir5,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config2_Approx_100_6bit_cir16,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config2_Approx_10_6bit_cir8,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config2_Approx_100_6bit_cir9,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config2_Approx_100_6bit_cir2,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config2_Approx_100_6bit_cir17,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config2_Approx_100_6bit_cir4,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_6bit_cir16,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_6bit_cir17,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_6bit_cir8,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_6bit_cir14,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_6bit_cir13,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_6bit_cir3,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_10_6bit_cir9,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_6bit_cir12,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_6bit_cir6,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_10_6bit_cir13,0,0,0,0,0,0,0,0,0,0,0
Softplus_Config3_Approx_100_6bit_cir18,1,0.015625,0.125,0,0.015625,1,0.001953125,0.000244140625,0.000919117647058824,0,0
Softplus_Config3_Approx_100_6bit_cir2,1,0.015625,0.125,0,0.015625,1,0.001953125,0.000244140625,0.000919117647058824,0,0
Softplus_Config3_Approx_10_6bit_cir6,1,0.015625,0.125,0,0.015625,1,0.001953125,0.000244140625,0.000919117647058824,0,0
Softplus_Config3_Approx_10_6bit_cir1,1,0.015625,0.125,0,0.015625,1,0.001953125,0.000244140625,0.000919117647058824,0,0
Softplus_Config3_Approx_100_6bit_cir1,1,0.015625,0.125,0,0.015625,1,0.001953125,0.000244140625,0.000919117647058824,0,0
Softplus_Config3_Approx_100_6bit_cir11,1,0.015625,0.125,0,0.015625,1,0.001953125,0.000244140625,0.000919117647058824,0,0
Softplus_Config3_Approx_100_6bit_cir5,1,0.015625,0.125,0,0.015625,1,0.001953125,0.000244140625,0.000919117647058824,0,0
Softplus_Config3_Approx_100_6bit_cir19,1,0.015625,0.125,0,0.015625,1,0.001953125,0.000244140625,0.000919117647058824,0,0
Softplus_Config3_Approx_100_6bit_cir0,1,0.015625,0.125,0,0.015625,1,0.001953125,0.000244140625,0.000919117647058824,0,0
Softplus_Config3_Approx_10_6bit_cir5,1,0.015625,0.125,0,0.015625,1,0.001953125,0.000244140625,0.00173611111111111,0,0
Softplus_Config2_Approx_10_6bit_cir3,1,0.015625,0.25,0,0.03125,1,0.00390625,0.0009765625,0.003125,0,0
Softplus_Config2_Approx_10_6bit_cir16,1,0.015625,0.25,0,0.03125,1,0.00390625,0.0009765625,0.00390625,0,0
Softplus_Config2_Approx_100_6bit_cir6,1,0.015625,0.25,0,0.03125,1,0.00390625,0.0009765625,0.00390625,0,0
Softplus_Config3_Approx_100_6bit_cir7,1,0.015625,0.25,0,0.03125,1,0.00390625,0.0009765625,0.00390625,0,0
Softplus_Config3_Approx_100_6bit_cir15,1,0.015625,0.25,0,0.03125,1,0.00390625,0.0009765625,0.00390625,0,0
Softplus_Config3_Approx_100_6bit_cir4,1,0.015625,0.5,0,0.0625,1,0.0078125,0.00390625,0.00416666666666667,0,0
Softplus_Config2_Approx_100_6bit_cir10,1,0.015625,0.5,0,0.0625,1,0.0078125,0.00390625,0.0078125,0,0
Softplus_Config2_Approx_10_6bit_cir5,1,0.015625,0.5,0,0.0625,1,0.0078125,0.00390625,0.0078125,0,0
Softplus_Config2_Approx_100_6bit_cir18,1,0.015625,0.5,0,0.0625,1,0.0078125,0.00390625,0.0078125,0,0
Softplus_Config2_Approx_10_6bit_cir0,1,0.015625,0.5,0,0.0625,1,0.0078125,0.00390625,0.0078125,0,0
Softplus_Config2_Approx_100_6bit_cir13,1,0.015625,0.5,0,0.0625,1,0.0078125,0.00390625,0.0078125,0,0
Softplus_Config2_Approx_100_6bit_cir14,1,0.015625,0.5,0,0.0625,1,0.0078125,0.00390625,0.0078125,0,0
Softplus_Config2_Approx_100_6bit_cir0,1,0.015625,0.5,0,0.0625,1,0.0078125,0.00390625,0.0078125,0,0
Softplus_Config2_Approx_10_6bit_cir11,1,0.015625,0.5,0,0.0625,1,0.0078125,0.00390625,0.0078125,0,0
Softplus_Config2_Approx_100_10_6bit_cir18,1,0.015625,0.5,0,0.0625,2,0.0078125,0.00390625,0.0078125,0,0
Softplus_Config2_Approx_10_6bit_cir7,1,0.015625,1,0,0.125,1,0.015625,0.015625,0.015625,0,0
Softplus_Config2_Approx_10_6bit_cir2,1,0.015625,1,0,0.125,1,0.015625,0.015625,0.015625,0,0
Softplus_Config3_Approx_10_6bit_cir17,2,0.03125,0.125,0,0.0219210117003813,2,0.00390625,0.00048828125,0.00222120098039216,0,0
Softplus_Config3_Approx_10_6bit_cir19,2,0.03125,0.125,0,0.0219210117003813,2,0.00390625,0.00048828125,0.00260416666666667,0,0
Softplus_Config3_Approx_10_6bit_cir15,2,0.03125,0.125,0,0.0219210117003813,2,0.00390625,0.00048828125,0.00265522875816993,0,0
Softplus_Config3_Approx_100_6bit_cir10,2,0.03125,0.125,0,0.0219210117003813,2,0.00390625,0.00048828125,0.00390625,0,0
Softplus_Config3_Approx_10_6bit_cir14,2,0.03125,0.25,0,0.0347160212716911,2,0.005859375,0.001220703125,0.00482536764705882,0,0
Softplus_Config3_Approx_10_6bit_cir11,2,0.03125,0.25,0,0.0347160212716911,2,0.005859375,0.001220703125,0.00482536764705882,0,0
Softplus_Config3_Approx_10_6bit_cir0,2,0.03125,0.25,0,0.0347160212716911,2,0.005859375,0.001220703125,0.00482536764705882,0,0
Softplus_Config3_Approx_10_6bit_cir12,2,0.03125,0.25,0,0.0438420234007626,2,0.0078125,0.001953125,0.00598958333333333,0,0
Softplus_Config2_Approx_10_6bit_cir9,2,0.03125,0.5,0,0.0694320425433822,2,0.01171875,0.0048828125,0.01171875,0,0
Softplus_Config3_Approx_10_6bit_cir2,2,0.03125,0.5,0,0.0694320425433822,2,0.01171875,0.0048828125,0.01171875,0,0
Softplus_Config2_Approx_10_6bit_cir12,2,0.03125,1,0,0.138864085086764,2,0.0234375,0.01953125,0.0234375,0,0
Softplus_Config3_Approx_10_6bit_cir18,2,0.03125,2,0,0.250240150032908,2,0.033203125,0.062744140625,0.017578125,0,0
Softplus_Config3_Approx_10_6bit_cir16,3,0.046875,0.125,0,0.0266302532264483,3,0.005859375,0.000732421875,0.00417432598039216,0,0
Softplus_Config3_Approx_10_6bit_cir4,3,0.046875,0.125,0,0.0266302532264483,3,0.005859375,0.000732421875,0.00482536764705882,0,0
Softplus_Config3_Approx_10_6bit_cir3,3,0.046875,0.25,0,0.0377636236322902,3,0.0078125,0.00146484375,0.00624582219251337,0,0
Softplus_Config2_Approx_100_10_6bit_cir13,3,0.046875,0.5,0,0.0755272472645805,3,0.015625,0.005859375,0.015625,0,0
Softplus_Config2_Approx_100_10_6bit_cir9,3,0.046875,0.5,0,0.0755272472645805,3,0.015625,0.005859375,0.015625,0,0
Softplus_Config2_Approx_100_10_6bit_cir19,3,0.046875,0.5,0,0.0755272472645805,3,0.015625,0.005859375,0.015625,0,0
Softplus_Config2_Approx_100_10_6bit_cir17,3,0.046875,0.5,0,0.0755272472645805,3,0.015625,0.005859375,0.015625,0,0
Softplus_Config2_Approx_10_6bit_cir4,3,0.046875,0.5,0,0.0755272472645805,3,0.015625,0.005859375,0.015625,0,0
Softplus_Config2_Approx_10_6bit_cir17,3,0.046875,0.5,0,0.0755272472645805,3,0.015625,0.005859375,0.015625,0,0
Softplus_Config2_Approx_10_6bit_cir18,3,0.046875,0.5,0,0.0755272472645805,3,0.015625,0.005859375,0.015625,0,0
Softplus_Config2_Approx_100_10_6bit_cir11,3,0.046875,0.5,0,0.0755272472645805,3,0.015625,0.005859375,0.015625,0,0
Softplus_Config2_Approx_10_10_SL_6bit_cir15,3,0.046875,0.5,0,0.106521012905793,4,0.0234375,0.01171875,0.021875,0,0
Softplus_Config2_Approx_100_10_6bit_cir4,3,0.046875,1,0,0.141681984465994,3,0.02734375,0.0205078125,0.02734375,0,0
Softplus_Config3_Approx_100_6bit_cir9,4,0.0625,0.25,0,0.0609937545592833,4,0.015625,0.00390625,0.015625,0,0
Softplus_Config2_Approx_100_10_6bit_cir15,4,0.0625,1,0,0.144337567297406,4,0.03125,0.021484375,0.03125,0,0
Softplus_Config3_Approx_10_6bit_cir8,4,0.0625,2,0,0.250673386256661,4,0.037109375,0.063232421875,0.0197993259803922,0,0
Softplus_Config2_Approx_100_10_6bit_cir5,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_100_10_6bit_cir8,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_100_10_6bit_cir14,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_100_10_6bit_cir3,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_100_10_6bit_cir2,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_10_10_SL_6bit_cir10,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_10_6bit_cir6,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_100_6bit_cir8,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_10_6bit_cir10,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_100_10_6bit_cir0,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_100_6bit_cir3,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_100_10_6bit_cir10,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_100_10_6bit_cir6,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_10_6bit_cir1,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_100_6bit_cir7,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_10_6bit_cir19,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_100_6bit_cir12,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_100_10_6bit_cir16,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_100_10_6bit_cir7,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
Softplus_Config2_Approx_10_6bit_cir15,5,0.078125,0.5,0,0.0858980338670346,5,0.0234375,0.0078125,0.0234375,0,0
