Circuit,Area_um_2_,Total_Power_nW_,Delay_ps__Critical_Path
Softplus_Config1_Approx_100_10_6bit_cir0,6.84,105.095,68
Softplus_Config2_Approx_10_6bit_cir14,24.966,279.241,917
Softplus_Config2_Approx_100_6bit_cir19,24.966,300.687,877
Softplus_Config2_Approx_10_6bit_cir13,25.65,301.216,630
Softplus_Config2_Approx_100_6bit_cir5,26.334,325.766,1173
Softplus_Config2_Approx_100_6bit_cir16,27.018,343.243,630
Softplus_Config2_Approx_10_6bit_cir8,28.044,374.436,818
Softplus_Config2_Approx_100_6bit_cir9,28.044,375.035,960
Softplus_Config2_Approx_100_6bit_cir2,28.728,336.384,737
Softplus_Config2_Approx_100_6bit_cir17,31.122,318.892,658
Softplus_Config2_Approx_100_6bit_cir4,31.122,353.83,1016
Softplus_Config3_Approx_100_6bit_cir16,53.352,696.937,1304
Softplus_Config3_Approx_100_6bit_cir17,54.72,867.196,1514
Softplus_Config3_Approx_100_6bit_cir8,55.062,729.286,1739
Softplus_Config3_Approx_100_6bit_cir14,56.088,752.596,1586
Softplus_Config3_Approx_100_6bit_cir13,56.088,785.999,1234
Softplus_Config3_Approx_100_6bit_cir3,58.824,895.693,1396
Softplus_Config3_Approx_10_6bit_cir9,59.508,804.929,1557
Softplus_Config3_Approx_100_6bit_cir12,60.534,926.897,1378
Softplus_Config3_Approx_100_6bit_cir6,61.902,914.906,1490
Softplus_Config3_Approx_10_6bit_cir13,62.586,962.147,1227
Softplus_Config3_Approx_100_6bit_cir18,50.958,635.354,1185
Softplus_Config3_Approx_100_6bit_cir2,53.694,670.137,1484
Softplus_Config3_Approx_10_6bit_cir6,54.378,756.568,1234
Softplus_Config3_Approx_10_6bit_cir1,55.404,806.622,1574
Softplus_Config3_Approx_100_6bit_cir1,56.772,743.529,1724
Softplus_Config3_Approx_100_6bit_cir11,57.456,899.975,1289
Softplus_Config3_Approx_100_6bit_cir5,59.166,675.005,1390
Softplus_Config3_Approx_100_6bit_cir19,59.85,885.72,1181
Softplus_Config3_Approx_100_6bit_cir0,59.85,895.269,1648
Softplus_Config3_Approx_10_6bit_cir5,56.088,679.454,1784
Softplus_Config2_Approx_10_6bit_cir3,32.49,376.244,506
Softplus_Config2_Approx_10_6bit_cir16,25.65,317.333,997
Softplus_Config2_Approx_100_6bit_cir6,28.044,491.097,888
Softplus_Config3_Approx_100_6bit_cir7,60.876,1045.472,1244
Softplus_Config3_Approx_100_6bit_cir15,61.56,871.235,1476
Softplus_Config3_Approx_100_6bit_cir4,58.824,882.561,1314
Softplus_Config2_Approx_100_6bit_cir10,23.256,248.328,712
Softplus_Config2_Approx_10_6bit_cir5,24.282,298.887,578
Softplus_Config2_Approx_100_6bit_cir18,25.992,273.754,768
Softplus_Config2_Approx_10_6bit_cir0,27.702,341.622,638
Softplus_Config2_Approx_100_6bit_cir13,28.044,319.176,735
Softplus_Config2_Approx_100_6bit_cir14,28.386,392.874,655
Softplus_Config2_Approx_100_6bit_cir0,28.728,303.06,876
Softplus_Config2_Approx_10_6bit_cir11,29.07,323.311,1086
Softplus_Config2_Approx_100_10_6bit_cir18,22.23,296.793,529
Softplus_Config2_Approx_10_6bit_cir7,26.676,317.984,1024
Softplus_Config2_Approx_10_6bit_cir2,27.702,278.241,875
Softplus_Config3_Approx_10_6bit_cir17,51.642,813.353,1462
Softplus_Config3_Approx_10_6bit_cir19,52.668,720.24,1195
Softplus_Config3_Approx_10_6bit_cir15,63.27,789.545,1474
Softplus_Config3_Approx_100_6bit_cir10,57.798,768.457,1521
Softplus_Config3_Approx_10_6bit_cir14,50.274,650.695,1302
Softplus_Config3_Approx_10_6bit_cir11,53.352,778.304,1031
Softplus_Config3_Approx_10_6bit_cir0,55.404,768.082,1350
Softplus_Config3_Approx_10_6bit_cir12,60.534,1060.762,1328
Softplus_Config2_Approx_10_6bit_cir9,25.65,370.051,495
Softplus_Config3_Approx_10_6bit_cir2,63.27,821.037,1748
Softplus_Config2_Approx_10_6bit_cir12,27.36,230.975,614
Softplus_Config3_Approx_10_6bit_cir18,58.824,738.848,1559
Softplus_Config3_Approx_10_6bit_cir16,49.59,706.256,1578
Softplus_Config3_Approx_10_6bit_cir4,51.3,686.835,1526
Softplus_Config3_Approx_10_6bit_cir3,53.352,808.007,1498
Softplus_Config2_Approx_100_10_6bit_cir13,21.204,251.255,635
Softplus_Config2_Approx_100_10_6bit_cir9,21.546,239.628,694
Softplus_Config2_Approx_100_10_6bit_cir19,21.546,239.742,694
Softplus_Config2_Approx_100_10_6bit_cir17,24.282,236.033,731
Softplus_Config2_Approx_10_6bit_cir4,24.282,288.534,630
Softplus_Config2_Approx_10_6bit_cir17,24.624,309.25,651
Softplus_Config2_Approx_10_6bit_cir18,24.624,368.365,710
Softplus_Config2_Approx_100_10_6bit_cir11,26.334,323.233,770
Softplus_Config2_Approx_10_10_SL_6bit_cir15,20.862,281.926,573
Softplus_Config2_Approx_100_10_6bit_cir4,26.676,358.204,1149
Softplus_Config3_Approx_100_6bit_cir9,55.404,1020.946,1687
Softplus_Config2_Approx_100_10_6bit_cir15,26.676,383.31,733
Softplus_Config3_Approx_10_6bit_cir8,47.88,647.799,1204
Softplus_Config2_Approx_100_10_6bit_cir5,18.126,224.733,530
Softplus_Config2_Approx_100_10_6bit_cir8,18.468,167.233,548
Softplus_Config2_Approx_100_10_6bit_cir14,18.81,244.058,539
Softplus_Config2_Approx_100_10_6bit_cir3,18.81,267.226,672
Softplus_Config2_Approx_100_10_6bit_cir2,19.494,245.147,530
Softplus_Config2_Approx_10_10_SL_6bit_cir10,19.494,253.978,530
Softplus_Config2_Approx_10_6bit_cir6,19.836,209.439,606
Softplus_Config2_Approx_100_6bit_cir8,19.836,276.845,678
Softplus_Config2_Approx_10_6bit_cir10,20.178,153.722,560
Softplus_Config2_Approx_100_10_6bit_cir0,20.178,248.269,645
Softplus_Config2_Approx_100_6bit_cir3,20.178,252.358,555
Softplus_Config2_Approx_100_10_6bit_cir10,20.52,146.879,611
Softplus_Config2_Approx_100_10_6bit_cir6,20.862,180.496,837
Softplus_Config2_Approx_10_6bit_cir1,21.204,208.009,809
Softplus_Config2_Approx_100_6bit_cir7,21.204,223.249,646
Softplus_Config2_Approx_10_6bit_cir19,21.204,236.413,577
Softplus_Config2_Approx_100_6bit_cir12,21.546,246.475,792
Softplus_Config2_Approx_100_10_6bit_cir16,21.888,190.67,749
Softplus_Config2_Approx_100_10_6bit_cir7,22.572,196.531,592
Softplus_Config2_Approx_10_6bit_cir15,22.572,334.358,616
Softplus_Config2_Approx_100_10_6bit_cir12,25.65,266.369,944
Softplus_Config3_Approx_10_6bit_cir10,55.746,777.014,1244
Softplus_Config2_Approx_100_10_6bit_cir1,23.94,203.761,567
Softplus_Config2_Approx_10_10_SL_6bit_cir6,17.442,245.302,532
Softplus_Config2_Approx_10_10_SL_6bit_cir1,18.468,210.605,529
Softplus_Config2_Approx_10_10_SL_6bit_cir13,18.468,266.105,564
Softplus_Config2_Approx_10_10_SL_6bit_cir3,19.836,155.131,526
Softplus_Config2_Approx_10_10_SL_6bit_cir14,20.178,204.619,552
Softplus_Config3_Approx_10_6bit_cir7,56.088,777.034,1427
Softplus_Config2_Approx_10_10_SL_6bit_cir8,17.1,218.872,788
Softplus_Config2_Approx_10_10_SL_6bit_cir2,17.784,153.5,576
Softplus_Config2_Approx_10_10_SL_6bit_cir18,18.468,210.898,575
Softplus_Config2_Approx_10_10_SL_6bit_cir17,15.39,212.66,474
