Circuit,Error_Count,Error_Probability,max_Absolute_error,min_Absolute_error,Standard_deviation,Hamming_distance,Mean_Absolute_error,Mean_Square_error,Mean_Relative_error,Median_Absolute_error,Mode_Absolute_error
Sigmoid_Config1_Approx_100_10_5bit_B_cir12,0,0,0,0,0,0,0,0,0,0,0
Sigmoid_Config1_Approx_100_10_5bit_B_cir13,0,0,0,0,0,0,0,0,0,0,0
Sigmoid_Config1_Approx_10_10_SL_5bit_C_cir11,0,0,0,0,0,0,0,0,0,0,0
Sigmoid_Config2_Approx_10_5bit_C_cir11,0,0,0,0,0,0,0,0,0,0,0
Sigmoid_Config2_Approx_100_10_5bit_C_cir0,0,0,0,0,0,0,0,0,0,0,0
Sigmoid_Config3_Approx_100_10_5bit_C_cir0,0,0,0,0,0,0,0,0,0,0,0
Sigmoid_Config3_Approx_10_10_SL_5bit_C_cir2,0,0,0,0,0,0,0,0,0,0,0
Sigmoid_Config3_Approx_100_5bit_C_cir8,0,0,0,0,0,0,0,0,0,0,0
Sigmoid_Config3_Approx_10_5bit_C_cir6,0,0,0,0,0,0,0,0,0,0,0
Sigmoid_Config3_Approx_10_5bit_C_cir4,0,0,0,0,0,0,0,0,0,0,0
Sigmoid_Config3_Approx_100_5bit_C_cir7,0,0,0,0,0,0,0,0,0,0,0
Sigmoid_Config1_Approx_100_10_5bit_A_cir14,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config2_Approx_100_10_5bit_B_cir10,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config2_Approx_100_5bit_B_cir3,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_100_10_5bit_C_cir10,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_10_10_SL_5bit_C_cir7,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_100_10_5bit_C_cir17,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_100_5bit_C_cir1,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_100_10_5bit_C_cir13,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_100_10_5bit_C_cir12,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_100_10_5bit_C_cir15,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_10_5bit_C_cir7,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_100_5bit_C_cir12,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_10_10_SL_5bit_C_cir12,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_10_10_SL_5bit_C_cir6,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_10_10_SL_5bit_C_cir19,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_10_5bit_C_cir19,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_100_10_5bit_C_cir6,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_10_10_SL_5bit_C_cir1,1,0.03125,0.125,0,0.0220970869120796,1,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config2_Approx_10_10_SL_5bit_A_cir9,1,0.03125,0.125,0,0.0220970869120796,2,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_100_10_5bit_B_cir3,1,0.03125,0.125,0,0.0220970869120796,2,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config3_Approx_100_10_5bit_B_cir1,1,0.03125,0.125,0,0.0220970869120796,2,0.00390625,0.00048828125,0.00390625,0,0
Sigmoid_Config1_Approx_100_10_5bit_A_cir11,1,0.03125,0.25,0,0.0441941738241592,1,0.0078125,0.001953125,0.0078125,0,0
Sigmoid_Config1_Approx_100_10_5bit_A_cir0,1,0.03125,0.25,0,0.0441941738241592,1,0.0078125,0.001953125,0.0078125,0,0
Sigmoid_Config1_Approx_100_10_5bit_C_cir2,1,0.03125,0.25,0,0.0441941738241592,1,0.0078125,0.001953125,0.0078125,0,0
Sigmoid_Config1_Approx_100_10_5bit_A_cir1,1,0.03125,0.25,0,0.0441941738241592,1,0.0078125,0.001953125,0.0078125,0,0
Sigmoid_Config2_Approx_10_10_SL_5bit_C_cir11,1,0.03125,0.25,0,0.0441941738241592,1,0.0078125,0.001953125,0.0078125,0,0
Sigmoid_Config2_Approx_10_10_SL_5bit_C_cir14,1,0.03125,0.25,0,0.0441941738241592,1,0.0078125,0.001953125,0.0078125,0,0
Sigmoid_Config2_Approx_10_10_SL_5bit_C_cir16,1,0.03125,0.25,0,0.0441941738241592,1,0.0078125,0.001953125,0.0078125,0,0
Sigmoid_Config3_Approx_10_10_SL_5bit_C_cir14,1,0.03125,0.25,0,0.0441941738241592,1,0.0078125,0.001953125,0.0078125,0,0
Sigmoid_Config3_Approx_10_10_SL_5bit_C_cir8,1,0.03125,0.25,0,0.0441941738241592,1,0.0078125,0.001953125,0.0078125,0,0
Sigmoid_Config3_Approx_10_10_SL_5bit_C_cir5,1,0.03125,0.25,0,0.0441941738241592,1,0.0078125,0.001953125,0.0078125,0,0
Sigmoid_Config3_Approx_100_10_5bit_B_cir10,2,0.0625,0.125,0,0.0307418360523728,2,0.0078125,0.0009765625,0.0078125,0,0
Sigmoid_Config2_Approx_100_10_5bit_B_cir1,2,0.0625,0.125,0,0.0307418360523728,2,0.0078125,0.0009765625,0.0078125,0,0
Sigmoid_Config2_Approx_100_10_5bit_B_cir13,2,0.0625,0.125,0,0.0307418360523728,2,0.0078125,0.0009765625,0.0078125,0,0
Sigmoid_Config2_Approx_100_10_5bit_B_cir0,2,0.0625,0.125,0,0.0307418360523728,2,0.0078125,0.0009765625,0.0078125,0,0
Sigmoid_Config3_Approx_100_5bit_B_cir9,2,0.0625,0.125,0,0.0307418360523728,2,0.0078125,0.0009765625,0.0078125,0,0
Sigmoid_Config3_Approx_10_10_SL_5bit_B_cir14,2,0.0625,0.125,0,0.0307418360523728,2,0.0078125,0.0009765625,0.0078125,0,0
